,Gender.Weights,Age Group.Weights,ADM1.Weights,Total Weights,Country,Gender,Age Group,Admin1,SEC,Age,BirthYear,Awareness,Urban/Rural,BiggestChallenge,LevelConcern,Concerns,RiskAwareness,Tested,VirusPrevention,PreventativeMeasures: Avoiding public places,PreventativeMeasures: Avoiding public transport,PreventativeMeasures: Increasing hygiene,PreventativeMeasures: Other,PreventativeMeasures: Working from home,HandWashing,SocialDistancing,HealthBehavior,EconomicImpact,MarketOperability,FoodLocations,FoodLocations2,FoodShopping,FoodAmount,Foodworry,BrandPurchase,NonEssentialItems,GovernmentTrust,CommercialTrust: Banks,CommercialTrust: Brands,CommercialTrust: Other,CommercialTrust: Retailers,CommercialTrust: Telecommuncations,InitiativeTaken: Limited store traffic,InitiativeTaken: None,InitiativeTaken: Sectioned intercepts,InitiativeTaken: Staff in protective gear,Groups: Brands,Groups: Governments,Groups: NGOs,Groups: Private Sector,Groups: Retailers,InformationSources: Friends/family,InformationSources: Government messages,InformationSources: Newspapers,InformationSources: Other,InformationSources: Radio,InformationSources: Social Media,InformationSources: TV,SocialMedia,MediaConsumption,StayPositive
10,0.9216589861751152,0.8944537815126051,1.0264642876780576,0.8461980310610887,Kenya,Male,26-35,Nyeri,C1,30 - 39,1984 - 1994,Yes,Rural area,Daily bread due to lack of wages,5,Contracting the disease,Yes,No,Yes,True,True,True,False,False,3-5 times,Yes,Go to hospital,5,Most are closed,No,,Same as usual [no change],Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,No change,5,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,Media outlets,No change,"Curfew, insisting on the need to sanitize,information about the spread,"
11,0.9216589861751152,0.8944537815126051,0.9501866830326792,0.7833161951903217,Kenya,Male,26-35,Migori,C1,30 - 39,1984 - 1994,Yes,Rural area,Corona virus panic,5,Economic impact,Yes,No,Yes,False,False,True,False,False,More than 5 times,No,Go to hospital,5,All are open,Yes,Supermarkets,Less often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,3,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,Health organizations,Consuming more,"Am a health worker, I noticed my panic led to loss of life initially, so I needed to stay positive even without ppes"
12,0.9216589861751152,1.0909333333333333,0.9750882003741145,0.980420479933764,Kenya,Male,15-25,Nandi,C1,20 - 29,NaN,Yes,Urban area,It is corona virus,4,Global infections,Yes,Yes - tested positive,Yes,False,False,False,False,True,3-5 times,Yes,Go to hospital,4,Some are open,Yes,Supermarkets,More often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,4,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,,Consuming more,Am relaxing with my family
13,1.0303030303030303,0.9333333333333332,1.0,0.9616161616161615,Nigeria,Female,36+,Lagos,C1,40 - 49,1974 - 1984,Yes,Urban area,Boredom,5,Contracting the disease,No,No,Yes,False,False,False,False,True,More than 5 times,Yes,Go to doctor,5,Some are open,No,,More often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,No change,5,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,Media outlets,Consuming more,Internet
14,0.9216589861751152,1.0909333333333333,0.9948019555610026,1.0002420399877263,Kenya,Male,15-25,Kisii,C1,20 - 29,1995 and above,Yes,Urban area,The economy is very poor at the moment due this pandemic,4,Contracting the disease,Yes,Yes - tested positive,Yes,True,False,False,False,False,More than 5 times,Yes,Go to hospital,4,Most are closed,Yes,Other,Same as usual [no change],Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,No change,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,Media outlets,Consuming more,Nothing but just to stay at home
15,1.0928961748633879,0.8944537815126051,1.0175450811665736,0.9946962248185709,Kenya,Female,26-35,Bungoma,C1,30 - 39,1984 - 1994,Yes,Rural area,Lack of capital to purchase sanitizers,5,Economic impact,Yes,No,Yes,True,False,False,False,False,More than 5 times,Yes,Go to hospital,5,Most are closed,Yes,Supermarkets,Less often than usual,Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,1,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,Media outlets,Consuming more,"Internet, media, food, family and friends, staying at home"
16,0.9216589861751152,0.8944537815126051,1.0602887115253814,0.8740822557778849,Kenya,Male,26-35,Trans Nzoia,C1,30 - 39,1984 - 1994,Yes,Rural area,Inadequate food,5,Contracting the disease,Yes,No,Yes,False,False,False,False,True,1-2 times,No,Go to hospital,5,Most are closed,No,,Less often than usual,Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Governments,Consuming more,Being together with my family
17,0.9216589861751152,0.8944537815126051,0.9892456521990942,0.8155156815247772,Kenya,Male,26-35,Kiambu,B,20 - 29,1984 - 1994,Yes,Urban area,Corona,5,Contracting the disease,Yes,No,Yes,False,False,False,False,True,More than 5 times,No,Go to hospital,5,Most are open,Yes,Supermarkets,More often than usual,Bigger packsize than usual,Yes,Purchase your usual brand,No change,5,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,Consuming more,Sanitize
18,0.9216589861751152,1.0909333333333333,1.0602887115253814,1.0660869109309579,Kenya,Male,15-25,Trans Nzoia,C1,20 - 29,1995 and above,Yes,Rural area,Staying indoors,4,Local infections,Yes,Yes - tested negative,Yes,True,True,True,False,True,More than 5 times,Yes,Go to hospital,4,Most are closed,Yes,Supermarkets,Less often than usual,Bigger packsize than usual,No,,Decreased,2,True,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,Governments,Consuming more,Staying cool at home and engaging in little work at home to keep me busy
19,0.9216589861751152,0.8944537815126051,0.9501866830326792,0.7833161951903217,Kenya,Male,26-35,Migori,C1,30 - 39,1984 - 1994,Yes,Urban area,Lack of job,5,Contracting the disease,Yes,No,Yes,False,False,True,False,False,More than 5 times,No,Go to hospital,5,Some are open,No,,Same as usual [no change],Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,3,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,Governments,Consuming more,Recovery of some patients
20,0.9702970297029703,0.9333333333333332,1.0,0.9056105610561055,Nigeria,Male,36+,Kano,D,40 - 49,1964 - 1974,Yes,Urban area,poverty,4,Contracting the disease,Yes,Not sure,Yes,True,False,False,False,False,More than 5 times,Yes,Go to doctor,5,All are open,No,,Same as usual [no change],Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,3,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,,Consuming more,My Faith and my optimism
21,1.0303030303030303,0.9333333333333332,1.0,0.9616161616161615,Nigeria,Female,36+,Imo,D,30 - 39,1974 - 1984,Yes,Urban area,Food.,5,Economic impact,No,No,Yes,True,True,True,False,True,More than 5 times,Yes,Not sure,5,Most are closed,No,,More often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,2,False,False,True,False,False,True,False,False,False,True,True,True,True,True,False,True,True,False,False,True,False,Media outlets,Consuming less,"God,My children, hubby and my phone"
22,0.9216589861751152,1.0909333333333333,0.9462032690567962,0.9513775910811313,Kenya,Male,15-25,Tharaka-Nithi,C1,20 - 29,1995 and above,Yes,Urban area,Lack of finance,5,Contracting the disease,Yes,No,Yes,False,False,True,False,False,More than 5 times,Yes,Go to hospital,5,All are open,No,,Less often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,3,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,Media outlets,Consuming more,You tube watching
23,1.0303030303030303,0.9333333333333332,1.0,0.9616161616161615,Nigeria,Female,36+,Ogun,C2,30 - 39,1974 - 1984,Yes,Urban area,My biggest challenge is how to go out to stock the house with the little cash I have,5,Global infections,No,No,Yes,False,False,True,False,True,More than 5 times,Yes,Go to hospital,5,Some are open,Yes,Supermarkets,More often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,4,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,Health organizations,Consuming more,Am home together with the whole of My family
24,0.9702970297029703,0.9333333333333332,1.0,0.9056105610561055,Nigeria,Male,36+,Kano,D,50 - 59,1954 - 1964,Yes,Urban area,Security,5,Global infections,Yes,Not sure,Yes,False,False,True,False,False,More than 5 times,No,Go to hospital,5,Some are open,No,,Same as usual [no change],Same as usual,Yes,Purchase your usual brand,Decreased,5,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,Health organizations,Consuming more,Good advisory news from government and media.
25,0.9702970297029703,1.044776119402985,1.0,1.013743165361312,Nigeria,Male,26-35,Plateau,C2,30 - 39,1984 - 1994,Yes,Urban area,Lock down of business,5,Economic impact,Yes,No,Yes,True,False,True,False,True,3-5 times,Yes,Go to doctor,5,Most are closed,Yes,Supermarkets,More often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,3,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,,Consuming more,"Board games, and family"
26,1.0303030303030303,0.9333333333333332,1.0,0.9616161616161615,Nigeria,Female,36+,Osun,C1,30 - 39,1974 - 1984,Yes,Urban area,The lock down issue,5,Economic impact,Yes,No,Yes,True,False,False,False,False,More than 5 times,No,Go to hospital,5,All are closed,Yes,Drugstores,Less often than usual,Smaller packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,5,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,,Consuming more,Personal hygiene and staying at home ( lock down)
27,0.9702970297029703,0.9333333333333332,1.0,0.9056105610561055,Nigeria,Male,36+,Ekiti,D,40 - 49,1974 - 1984,Yes,Urban area,The movement restrictions and the epileptic power supply,3,Economic impact,Yes,Yes - tested negative,Yes,False,False,True,False,False,3-5 times,No,Go to hospital,4,All are closed,Yes,Discounters,Less often than usual,Smaller packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,4,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,Health organizations,Consuming more,The outbreak is very minimal here and it seems not out of control for the government and the health officials
28,1.0303030303030303,0.9333333333333332,1.0666666666666667,1.0257239057239056,Nigeria,Female,36+,Katsina,C1,40 - 49,1974 - 1984,Yes,Urban area,?Y?e?s,5,Travel restrictions,Yes,Yes - tested negative,Yes,False,False,True,False,False,More than 5 times,No,Go to doctor,5,Most are closed,No,,Less often than usual,Smaller packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,5,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,Media outlets,Consuming more,Staying indoors
29,0.9702970297029703,0.9333333333333332,1.0,0.9056105610561055,Nigeria,Male,36+,Kano,A,30 - 39,1974 - 1984,Yes,Urban area,BIG,1,Contracting the disease,Yes,Yes - tested positive,Yes,True,False,False,False,False,0 times,Yes,Not sure,1,All are open,Yes,Other,Same as usual [no change],Smaller packsize than usual,No,,No change,5,False,False,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False,,No change,?Y?E?S
30,0.9216589861751152,1.0909333333333333,0.9795019853658142,0.9848584017527608,Kenya,Male,15-25,Narok,E,20 - 29,1995 and above,Yes,Rural area,Corona virus,4,Global infections,Yes,No,Yes,False,False,True,False,False,More than 5 times,Yes,Go to hospital,4,Some are open,No,,Less often than usual,Smaller packsize than usual,Yes,Purchase your usual brand,Decreased,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,No change,Am happy to to stay indoors to avoid Covid 19 spreading
31,0.9702970297029703,0.9333333333333332,1.0,0.9056105610561055,Nigeria,Male,36+,Kano,D,40 - 49,1974 - 1984,Yes,Rural area,Corona virus,5,Local infections,Yes,No,Yes,False,False,True,False,False,More than 5 times,Yes,Go to hospital,1,Most are closed,Yes,Other,Less often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,1,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,Health organizations,Consuming more,Govt suport against corona speriding
32,0.9702970297029703,0.9333333333333332,1.0666666666666667,0.9659845984598459,Nigeria,Male,36+,Katsina,A,50 - 59,1964 - 1974,Yes,Urban area,Corona virus,5,Contracting the disease,No,Not sure,Yes,False,False,False,False,True,More than 5 times,No,Go to hospital,5,All are open,No,,Less often than usual,Smaller packsize than usual,No,,Decreased,5,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,,Consuming more,Enough food and electricity
33,0.9702970297029703,0.9333333333333332,1.0,0.9056105610561055,Nigeria,Male,36+,Oyo,B,30 - 39,1974 - 1984,Yes,Urban area,Employment,5,Global infections,Yes,No,Yes,True,False,False,False,False,0 times,No,Go to hospital,5,Some are open,No,,Same as usual [no change],Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,1,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,,No change,"Washing my hands regularly, use of hand sanitizers, avoiding social contact and maintaining social distance and staying at home"
34,0.9702970297029703,0.9333333333333332,1.0,0.9056105610561055,Nigeria,Male,36+,Oyo,D,40 - 49,1974 - 1984,Yes,Urban area,Electricity,5,Global infections,Yes,Not sure,Yes,True,False,False,False,False,More than 5 times,Yes,Go to doctor,5,Most are closed,Yes,Supermarkets,Less often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,1,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,,Consuming more,Social media
35,1.0303030303030303,0.9333333333333332,1.1111111111111112,1.068462401795735,Nigeria,Female,36+,Ondo,D,30 - 39,1974 - 1984,Yes,Rural area,Staying home,5,Global infections,No,No,Yes,True,False,False,False,False,More than 5 times,No,Not sure,5,All are closed,No,,Less often than usual,Smaller packsize than usual,Yes,Switch to an alterative brand because it is cheaper,No change,5,False,False,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,True,False,False,,Consuming less,Because am alive
36,1.0303030303030303,0.9333333333333332,1.0,0.9616161616161615,Nigeria,Female,36+,Ogun,C2,40 - 49,1974 - 1984,Yes,Urban area,Stay at home no where to go. Everything is boring and no light.,5,Global infections,No,No,Yes,False,False,True,False,False,More than 5 times,No,Go to hospital,5,Most are open,No,,More often than usual,Bigger packsize than usual,No,,Decreased,5,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,True,True,True,Health organizations,Consuming more,Stay at home and proper hygiene.
37,0.9702970297029703,0.9333333333333332,1.0666666666666667,0.9659845984598459,Nigeria,Male,36+,Katsina,C2,30 - 39,1974 - 1984,Yes,Urban area,Covid 19,5,Global infections,Yes,Yes - tested negative,Yes,True,False,False,False,False,3-5 times,Yes,Go to hospital,5,Most are closed,Yes,Online,Less often than usual,Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,4,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,Health organizations,Consuming more,"Self isolation, watching news, using sanitisers all the times"
38,0.9702970297029703,1.0344827586206897,1.0,1.00375554796859,Nigeria,Male,15-25,Sokoto,D,20 - 29,1995 and above,Yes,Rural area,Covid 19 outbreak,5,Global infections,Yes,Not sure,Yes,True,False,False,False,False,3-5 times,No,Go to hospital,5,Some are open,No,,Same as usual [no change],Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,5,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,Media outlets,Consuming less,Tv
39,0.9216589861751152,1.0909333333333333,1.0329802244906732,1.038629087162235,Kenya,Male,15-25,Nyamira,C1,20 - 29,NaN,Yes,Urban area,My sanitizer is over ineed to get some for my family,5,Contracting the disease,Yes,No,Yes,False,False,True,False,False,More than 5 times,No,Go to hospital,5,Most are closed,No,,Less often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,5,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,,No change,Not walking around i always sanitize mean am safe
40,1.0928961748633879,0.9917557251908395,0.9948019555610026,1.0782519506652102,Kenya,Female,36+,Kisii,C1,40 - 49,1974 - 1984,Yes,Rural area,Power blackout,5,Contracting the disease,Yes,Yes - tested positive,Yes,False,False,True,False,False,More than 5 times,Yes,Stay home,3,Most are closed,Yes,Supermarkets,Less often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,5,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,,Consuming less,Government concerns
41,1.0303030303030303,0.9333333333333332,1.0,0.9616161616161615,Nigeria,Female,36+,Rivers,B,50 - 59,1964 - 1974,Yes,Urban area,"My biggest challenge today,is how to tackle and erase cov 19",5,Contracting the disease,Yes,No,Yes,False,False,True,False,False,More than 5 times,Yes,Go to doctor,1,Most are closed,Yes,Online,Less often than usual,Bigger packsize than usual,Yes,Purchase your usual brand,Decreased,5,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,Media outlets,Consuming more,Government is trying to handle the situation
42,1.0928961748633879,0.9917557251908395,0.9618964253240359,1.0425861058532409,Kenya,Female,36+,Kwale,E,40 - 49,1974 - 1984,Yes,Rural area,Food,3,Economic impact,No,No,No,False,False,False,False,False,0 times,No,Not sure,3,Most are open,No,,Same as usual [no change],Same as usual,No,,Increased,3,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,No change,Sex
43,1.0928961748633879,1.0909333333333333,0.7741298492834289,0.9229771113787998,Kenya,Female,15-25,Nairobi,D,20 - 29,1995 and above,Yes,Rural area,Diseases,1,Economic impact,No,Yes - tested negative,Yes,False,False,True,False,False,1-2 times,Yes,Go to hospital,5,All are closed,Yes,Supermarkets,Less often than usual,Smaller packsize than usual,Yes,Purchase your usual brand,Decreased,1,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,,Consuming more,"Sanitiser.None Has Been Infected In My County,"
44,1.0303030303030303,1.044776119402985,1.1428571428571428,1.2302125734961555,Nigeria,Female,26-35,Abia,B,30 - 39,1984 - 1994,Yes,Rural area,stay at home due to covid 19,5,Economic impact,Yes,Yes - tested positive,Yes,False,False,True,False,False,More than 5 times,Yes,Go to doctor,5,All are closed,Yes,Supermarkets,Less often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,Health organizations,Consuming more,"use of hand sanitizer and face mask, regular hand washing, social distancing"
45,1.0303030303030303,0.9333333333333332,1.0909090909090908,1.0490358126721762,Nigeria,Female,36+,Anambra,D,50 - 59,1954 - 1964,Yes,Urban area,BAD ROAD AND NO LIGHT,5,Contracting the disease,No,Not sure,Yes,True,False,False,False,False,3-5 times,Yes,Go to hospital,5,Most are closed,Yes,Other,Less often than usual,Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,3,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,,Consuming more,"NOTHING SPECIAL,THAN BELEIVING IN GOD AND STAYING CLOSE WITH MY FAMILY"
46,0.9702970297029703,0.9333333333333332,1.0,0.9056105610561055,Nigeria,Male,36+,Zamfara,D,30 - 39,1974 - 1984,Yes,Urban area,my biggest challenge is to get a education,1,Economic impact,No,Yes - tested negative,Yes,False,False,False,False,True,More than 5 times,Yes,Go to doctor,1,All are open,Yes,Hypermarkets,Less often than usual,Bigger packsize than usual,Yes,Purchase your usual brand,Decreased,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,Consuming more,reading a story book
47,0.9216589861751152,0.9917557251908395,0.9576458717521482,0.875346337341535,Kenya,Male,36+,Vihiga,B,50 - 59,1964 - 1974,Yes,Rural area,Corona virus,5,Economic impact,No,No,Yes,False,False,True,False,False,More than 5 times,Yes,Go to hospital,5,Most are closed,No,,Same as usual [no change],Same as usual,Yes,Purchase your usual brand,Decreased,5,False,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,,Consuming more,Knowing that  you can be cured when you contact convid19
48,1.0303030303030303,0.9333333333333332,1.0,0.9616161616161615,Nigeria,Female,36+,Edo,B,40 - 49,1974 - 1984,Yes,Urban area,Keeping me and my family safe from Corona virus,5,Contracting the disease,No,No,Yes,False,False,False,False,True,More than 5 times,Yes,Go to hospital,5,All are open,No,,Same as usual [no change],Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,5,False,False,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,False,Media outlets,Consuming more,Staying with my family and keeping them safe
49,0.9702970297029703,1.044776119402985,1.0,1.013743165361312,Nigeria,Male,26-35,Lagos,C1,30 - 39,1984 - 1994,Yes,Urban area,Employment,5,Local infections,Yes,No,Yes,True,False,False,False,False,More than 5 times,Yes,Go to doctor,5,Some are open,No,,Same as usual [no change],Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,No change,Little money
